Country,City,AccentCity,Region,Population,Latitude,Longitude,temperature,Humidity,Cloudiness,Wind Speed
id,ngronan,Ngronan,08,,-7.4152,111.7026,295.957,97,80,1.47
eg,ikinj maryut,Ikinj Maryut,06,,30.9925,29.766666700000002,291.2,72,40,4.1
ir,kalateh-ye sohrab,Kalateh-ye Sohrab,43,,37.279435,57.58500600000001,271.15,86,0,0.82
us,rustic hills,Rustic Hills,MD,,38.4880556,-76.7286111,276.62,64,75,4.6
gr,chorio thymiana,Chorió Thymianá,50,,38.315,26.1336111,285.15,58,20,2.6
ru,ust-shegultan,Ust-Shegultan,71,,60.4,60.11666700000001,257.632,79,44,1.82
mx,nopala,Nopala,20,,16.109167000000003,-97.156111,298.15,65,5,3.1
us,woodlawn estates,Woodlawn Estates,NE,,40.8366667,-96.7191667,283.79,27,1,6.2
ru,selmenga,Selmenga,06,,61.885278,42.699166999999996,268.857,88,92,6.42
cn,xingfuyuan,Xingfuyuan,32,,30.768515999999998,105.030348,276.557,85,36,0.77
rs,knezevo,Knezevo,00,,43.2775,20.911944000000002,272.15,74,0,2.6
td,dougi tibne,Dougi Tibne,04,,12.3647222,15.049444400000002,301.15,20,20,2.6
am,mets dzhamshlu,Mets Dzhamshlu,01,,40.681388899999995,44.2902778,267.4,85,0,0.5
cn,huachiachiaochen,Huachiachiaochen,04,,31.303889,121.07611100000001,276.15,64,0,2
ru,sinitsyno,Sinitsyno,86,,51.8242,40.1965,278.15,93,40,8
ml,dianke,Dianké,00,,15.733333300000002,-4.65,297.307,31,0,3.72
ph,tebalad,Tebalad,H2,,14.957142000000001,121.98556699999999,299.107,100,68,9.02
pl,zurawin,Zurawin,72,,50.980567,17.042237,273.15,85,0,5.1
sv,el copalio,El Copalío,07,,13.433333300000001,-87.9333333,301.15,34,0,6.2
ng,kaina,Kaina,39,,12.637360000000001,8.587349,297.15,29,0,2.6
ru,damberg,Damberg,52,,58.716667,31.1,273.107,93,88,1.87
cf,bokouma,Bokouma,07,,3.75,17.8666667,300.707,53,12,1.52
fr,lilia,Lilia,A2,,48.618832,-4.5543309999999995,280.16,87,0,4.1
cz,pirken,Pirken,89,,50.49575,13.418121,269.15,92,75,1.5
sy,khubayrat,Khubayrat,01,,36.716666700000005,41.0,277.73,73,75,2.6
fr,magnoux,Magnoux,98,,46.588187,2.610861,282.74,81,75,10.3
cd,kembe-malonga,Kembe-Malonga,02,,-5.266667,20.333333,293.807,96,20,0.82
id,landuke,Landuke,38,,-4.373,119.6349,299.782,100,68,2.22
ru,chabagor,Chabagor,20,,52.416111,103.5275,242.15,74,0,2
de,entenort,Entenort,07,,52.05,8.2,273.86,92,75,3.1
de,klenau,Klenau,10,,54.25,11.016667,272.15,100,75,4.6
pk,saranchak khaddian,Saranchak Khaddian,04,,32.183333000000005,75.266667,285.382,81,80,1.47
cl,grutas,Grutas,03,,-21.966667,-69.616667,299.657,46,0,2.22
pe,santa angelica,Santa Angélica,20,,-4.9444444,-80.28,305.007,45,0,3.07
cn,bagou,Bagou,19,,41.004346000000005,120.046388,257.657,26,8,2.42
ru,cherez-mezhnik,Cherez-Mezhnik,60,,57.490568999999994,28.815440999999996,270.15,100,76,1
ru,znamenka,Znamenka,42,,59.872868000000004,29.947946,273.15,99,75,1
br,urubu,Urubu,15,,-19.883333,-46.05,301.232,59,48,2.87
cn,xibet,Xibet,13,,47.2,88.233333,261.982,83,44,2.42
ru,kasyanovka,Kasyanovka,61,,48.943884999999995,40.500964,276.457,89,64,7.27
by,pukhovka,Pukhovka,07,,55.1,27.0333333,271.307,95,36,3.37
am,antarramej,Antarramej,04,,40.6833333,45.1333333,263.757,95,0,1.52
tr,sove,Söve,10,,39.991334,28.095574,283.15,53,20,2.52
gw,jabada beafada,Jabadá Beafada,04,,11.8,-15.3,304.15,31,0,4.6
ng,gindi,Gindi,27,,12.714547999999999,13.033881,294.707,43,36,3.12
ir,harbedan,Harbedan,07,,28.6531,54.4402,268.982,66,0,0.57
th,ban khok on,Ban Khok On,69,,6.753611,101.07180600000001,294.482,93,8,0.82
fi,koivu,Koivu,15,,61.4,23.15,273.15,89,75,3.6
af,de hazarmisi karez,De Hazarmisi Karez,10,,32.363463,64.833816,271.157,84,0,0.87
pl,podos stary,Podos Stary,78,,52.977151,21.117071,272.107,87,20,6.42
ir,salmani,Salmani,11,,27.0336,57.0226,291.15,55,0,2.1
pk,dadu ahloka,Dadu Ahloka,04,,30.296649,73.431777,286.732,75,88,1.27
fi,levaranta,Leväranta,06,,66.8,27.4,270.807,86,76,2.87
pa,la isleta,La Isleta,02,,8.2833333,-82.05,298.15,94,75,1.5
ba,velike njive,Velike Njive,02,,43.735833299999996,19.340555600000002,271.15,63,0,5.1
ve,camino 06,Camino 06,18,,9.063333300000002,-68.8966667,309.257,40,0,4.12
id,dadabong,Dadabong,10,,-7.864167,110.299167,295.207,100,92,1.62
be,klein langerloo,Klein Langerloo,05,,50.933333000000005,5.5,280,81,75,15.4
me,oracine,Oracine,00,,42.756111,18.83,277.48,80,0,0.5
eg,el zaitun qibli,El Zaitun Qibli,04,,29.181944399999995,31.1541667,288.032,59,76,4.37
ru,novotremino,Novotrëmino,20,,56.727,98.0661,252.457,55,0,2.67
de,eckartsberg,Eckartsberg,13,,50.916667,14.8,270.957,91,92,9.12
by,pesevichi,Pesevichi,03,,53.8833333,26.0666667,270.282,90,44,3.22
ir,shur ab,Shur Ab,41,,32.78905,59.355486,272.15,22,0,3.1
kr,sosong,Sosong,17,,36.433333000000005,126.516667,274.15,59,40,6.7
pg,omili,Omili,14,,-6.7,147.0,293.657,100,44,0.77
uy,kiyu,Kiyú,16,,-34.65,-56.75,298.15,47,0,6.2
de,merzdorf,Merzdorf,11,,51.4,13.533332999999999,271.62,80,75,10.3
id,belongpanggang,Belongpanggang,08,,-7.2665,112.4492,300.15,83,20,2.6
gq,ndanguen,Ndanguen,07,,2.0333333,10.566666699999999,295.782,98,92,0.97
in,nagaram,Nagaram,02,,17.184167000000002,78.38972199999999,289.15,77,0,1.5
cd,oje,Oje,10,,-4.1666669999999995,25.4,296.757,87,80,0.77
hn,cordoncillos,Cordoncillos,06,,14.916666699999999,-87.9,295.57,57,20,5.7
mx,sacamulpa huitzitzilapan,Sacamulpa Huitzitzilapan,15,,19.393333,-99.451111,288.8,22,20,3.1
kr,nochae,Nochae,03,,35.885565,127.55520600000001,267.807,65,64,4.17
kr,puchaemogi,Puchaemogi,14,,36.373889,128.757778,274.15,64,0,7.7
ye,haih,Haih,04,,15.2166667,48.5,274.882,41,0,1.62
sk,dolne stitary,Dolne Stitary,04,,48.35,18.1666667,275.15,64,75,10.3
jp,yama-igarashi,Yama-igarashi,29,,37.85,138.933333,273.407,79,80,1.22
iq,an nahidayn,An Nahidayn,01,,32.25,39.6,277.532,47,36,4.32
hu,ladomany,Ladomány,21,,46.315406,18.594116,275.15,64,0,5.7
th,na pho,Na Pho,28,,15.641126000000002,102.95461999999999,295.282,76,8,3.67
in,poriem,Poriem,33,,15.583332999999998,74.016667,297.232,100,0,2.32
kr,pyongchi,Pyongchi,16,,34.945754,127.18100700000001,274.457,70,20,5.17
id,cidongkol,Cidongkol,30,,-6.368056,108.079167,295.732,97,80,1.17
fr,saint-quay-portrieux,Saint-Quay-Portrieux,A2,,48.649916999999995,-2.8305849999999997,279.84,87,0,2.6
id,dukuhan,Dukuhan,08,,-7.156768,111.845284,295.957,97,80,1.47
gn,diata torobe,Diata Torobé,07,,11.9666667,-10.5333333,302.257,23,0,2.07
us,new hope,New Hope,CA,,38.226388899999996,-121.42277779999999,278.63,75,1,1.5
tr,marsikli,Marsikli,31,,36.236944,36.431111,281.15,75,75,1.5
ir,khvoshab,Khvoshab,35,,36.611798,52.99085,280.28,86,0,2.1
ao,vila sarmentu,Vila Sarmentu,17,,-8.156327000000001,20.656384,293.282,92,68,1.42
dz,oued morra,Oued Morra,25,,34.1666667,2.3166667000000003,279.207,91,0,2.52
il,netser,Netser,02,,31.922778000000005,34.825833,289.32,77,0,1.5
dz,village d' el anabres,Village d' el Anabres,15,,35.0833333,-1.9,289.71,63,40,3.1
cd,kivulungania,Kivulungania,00,,-7.6666669999999995,28.9,291.857,100,100,0.97
th,ban nakam,Ban Nakam,74,,14.0,101.85,295.632,89,0,1.52
ru,tarasovskoye ramenye,Tarasovskoye Ramenye,33,,60.2698,47.09,265.857,83,80,2.92
th,ban don yao,Ban Don Yao,27,,15.45,102.516667,293.15,94,0,1.57
gb,stockton,Stockton,N3,,54.583332999999996,-1.416667,273.01,86,40,4.6
tw,huapen,Huapen,04,,23.9166667,120.71666670000002,289.15,82,40,7.2
kr,myondong,Myondong,20,,35.752311999999996,127.81753300000001,267.807,65,64,4.17
ci,lagua,Lagua,80,,6.402267,-6.696325,303.15,37,12,1.57
se,om,Öm,28,,58.38333299999999,13.9,271.32,100,56,2.1
pk,jhariwala,Jhariwala,04,,30.513889000000002,70.733333,287.057,87,92,2.37
cn,tuanniuping,Tuanniuping,32,,29.887016999999997,102.313272,273.207,92,56,0.42
gb,forkill,Forkill,S9,,54.083332999999996,-6.45,269.15,85,20,1
co,el hatillo,El Hatillo,35,,8.55,-73.93333299999999,297.882,97,80,1.62
ph,itbud,Itbud,08,,20.367453,121.960571,297.732,100,80,9.82
us,middle earth,Middle Earth,MD,,38.3241667,-76.5172222,276.44,64,75,4.6
us,feeduqor,Feeduqor,FM,,9.5005556,138.08111110000002,299.15,94,90,1.5
pl,schmolz,Schmolz,72,,51.072615,16.881818,273.15,85,20,5.7
hu,kurjantopuszta,Kurjantópuszta,01,,46.855153,19.298616,275.65,64,0,6.2
ir,vayekan,Vayekan,11,,27.7303,56.3345,291.15,55,0,2.1
ee,allikaotsa,Allikaotsa,07,,58.7644444,23.922222199999997,274.957,90,88,4.87
tr,yukaribercin,Yukaribercin,37,,41.066666999999995,33.9,277.257,94,92,3.12
cn,zhangwang,Zhangwang,04,,33.257806,119.002875,269.857,90,0,2.42
cn,ninu,Ninu,24,,38.997803000000005,112.29778600000002,263.507,55,0,3.27
ne,tamroro,Tamroro,04,,13.683333300000001,7.05,293.757,34,0,3.32
nl,boord,Boord,06,,51.468481,5.522166,279.65,70,90,10.3
mx,agua gordita,Agua Gordita,32,,22.133333,-101.966667,283.15,23,75,7.2
cn,hepoutou,Hepoutou,30,,24.543597000000002,115.81295700000001,278.632,74,0,1.67
co,el aro,El Aro,02,,7.249185000000001,-75.51850400000001,292.632,97,92,0.92
af,shawo kalay,Shawo Kalay,40,,34.831276,69.334358,274.15,47,20,1
ao,matafo,Matafo,18,,-10.9,19.95,291.407,99,76,0.87
us,ganes creek,Ganes Creek,AK,,63.089722200000004,-156.4305556,265.53,100,90,0.92
us,liberty trailer park,Liberty Trailer Park,MD,,39.3,-76.5041667,276.51,55,40,5.1
vn,ke ga,Kê Gà,36,,10.7,107.983333,298.207,94,56,2.42
mx,san jose,San José,10,,23.166667,-105.316667,291.107,19,56,0.92
sy,mameit,Mâmeït,09,,36.8666667,38.3166667,278.007,82,36,3.17
ve,dividive,Dividive,12,,7.842222200000001,-67.21222220000001,309.032,38,0,5.12
ru,ostuzhnaya,Ostuzhnaya,10,,52.4651,34.1381,279.032,93,92,6.32
pe,chalana,Chalana,05,,-13.516666699999998,-74.6,297.15,33,0,1
pk,goth allan chuddo,Goth Allan Chuddo,05,,25.474832,69.054324,291.457,90,24,4.62
br,dois corregos,Dois Córregos,14,,-15.05,-56.36666700000001,298.307,99,92,0.82
ec,nudpud,Nudpud,05,,-2.65,-78.7666667,298.15,41,40,2.1
ml,foiniat,Foïniat,00,,15.483333300000002,-8.7,299.232,19,0,2.97
us,woodinville,Woodinville,NY,,41.570555600000006,-73.6305556,275.27,55,1,7.7
cu,maniet,Maniet,15,,20.1666667,-76.0,298.15,88,75,2.6
ao,embala,Embala,13,,-15.533332999999999,13.483332999999998,296.457,90,80,1.62
pl,brzozowa gac,Brzozowa Gac,75,,51.394194,22.180382,270.907,89,8,6.52
cn,tienchiaoho,Tienchiaoho,02,,30.245278000000003,121.16194399999999,278.36,33,0,2
us,mae,Mae,MN,,46.832222200000004,-93.86527779999999,267.94,73,90,3.1
th,ban kok kraboe,Ban Kok Kraboe,69,,6.793139,101.524945,294.632,94,36,0.97
af,haji mohammad rahim,Haji Mohammad Rahim,23,,31.526093,65.461157,279.15,20,1,1.5
by,dareni,Dareni,03,,54.05,25.95,270.282,90,44,3.22
ru,botvinvo,Botvinvo,76,,53.805715,36.9865,275.732,93,92,6.27
id,lembur,Lembur,18,,-8.4375,120.49799999999999,295.507,100,88,1.22
ua,kotlyarevskoye,Kotlyarevskoye,05,,47.472581,38.291016,281.482,82,44,8.27
us,embassy park,Embassy Park,DC,,38.9355556,-77.08333329999999,276.4,55,90,3.1
tr,degermendere,Degermendere,04,,39.849063,42.336946999999995,284.15,50,0,2.6
pk,gahi mir baz,Gahi Mir Baz,04,,33.432164,73.114143,286.15,71,75,0.77
fr,arith,Arith,B9,,45.713834999999996,6.084830999999999,277.87,93,90,6.2
ua,novosyulki,Novosyulki,15,,49.639311,24.019845,268.15,92,0,3
de,rottmannsberg,Rottmannsberg,01,,48.95,9.533333,277.56,81,75,4.1
by,koziany,Koziany,07,,55.3,26.866666700000003,271.307,95,36,3.37
id,moeara boelan,Moeara Boelan,14,,1.2,117.55,296.382,89,56,0.97
ng,lenfa,Lenfa,31,,9.216667,6.55,302.457,54,20,1.02
mn,boro hamar,Boro Hamar,07,,43.6,109.7,255.282,49,0,1.17
bj,tondi-kinte,Tondi-Kinté,03,,11.666666699999999,3.35,296.882,35,0,2.97
us,musser,Musser,PA,,40.726111100000004,-77.98472220000001,272.47,55,90,7.2
pl,jarotki,Jarotki,86,,52.376956,18.067142999999998,271.857,77,80,8.07
af,cheshmeh khani,Cheshmeh Khani,11,,34.030283000000004,62.182117000000005,273.15,73,0,2.6
mg,ambarimanitra,Ambarimanitra,06,,-23.033333300000002,44.1166667,290.607,92,8,1.02
vn,na meo,Na Meo,02,,21.7,105.55,290.15,77,75,0.5
mn,delger nuur dugang,Delger Nuur Dugang,21,,49.5,103.3,246.882,59,0,1.07
mx,el oriente,El Oriente,06,,26.8,-105.15,280.632,92,64,2.07
ec,pomona,Pomona,17,,-1.6833333,-77.8833333,299.207,61,24,1.87
ru,staraya bogdanovka,Staraya Bogdanovka,72,,53.016667000000005,40.85,274.707,94,36,6.92
jm,tomsfield,Tomsfield,07,,18.1333333,-76.5166667,302.15,74,40,4.6
iq,robanko,Robanko,08,,37.2002778,42.6194444,268.557,70,36,1.07
cn,gongzhengping,Gongzhengping,11,,29.801696999999997,110.87171699999999,269.532,79,0,0.77
in,karburun,Karburun,12,,33.533333,75.466667,271.357,49,88,0.67
ht,nan saut,Nan Saut,11,,18.9166667,-72.45,305.15,52,20,3.6
bg,kayadzhik timar,Kayadzhik Timar,61,,43.4,26.883333299999997,272.707,62,0,4.57
by,khutora novo selivonovskiye,Khutora Novo Selivonovskiye,02,,52.8666667,30.3333333,273.15,91,90,5
us,maplehurst woods,Maplehurst Woods,MD,,39.584444399999995,-76.64944440000001,275.88,55,90,4.1
co,santa rosa cabal,Santa Rosa Cabal,24,,4.868056,-75.62138900000001,297.15,73,40,1
id,jrenggeng,Jrenggeng,07,,-7.458889,110.310833,295.757,100,64,1.12
my,sentul,Sentul,14,,3.183333,101.68333299999999,299.15,94,75,1
ne,kabay,Kabay,05,,14.25,1.6,295.707,20,0,3.12
au,wharparilla,Wharparilla,07,,-36.133333,144.633333,287.357,78,0,3.02
ph,isabela central,Isabela Central,H3,,10.2137,123.036,295.282,94,0,0.27
br,sitio valdomiro,Sítio Valdomiro,18,,-23.0186,-50.1711,306.857,40,24,3.42
at,ottsdorf,Ottsdorf,04,,47.883333,14.1,272.15,92,75,2.1
ir,moseyleb,Moseyleb,15,,31.623,49.1813,286.03,44,0,3.1
mm,ranmu,Ranmu,10,,26.55,95.8,289.557,98,88,0.77
id,mayak kidul,Mayak Kidul,30,,-6.921944,107.12388899999999,293.232,98,92,0.62
in,melappalaiyam,Melappalaiyam,25,,8.7,77.716667,295.507,94,0,1.52
cn,aipokeng,Aipokeng,30,,23.801667000000002,113.015556,290.15,80,0,5
cn,tungkuan,Tungkuan,32,,30.780075,106.27519199999999,276.957,79,12,1.22
gh,juasi,Juasi,02,,6.4666667,-1.4,299.757,64,0,1.52
zm,nguluwe,Nguluwe,06,,-13.4666667,32.783333299999995,292.007,95,20,3.42
de,guhlen,Guhlen,11,,52.016667,14.15,271.15,100,75,4.1
cn,shouyan zhen,Shouyan Zhen,11,,25.571389,111.502222,273.132,82,0,1.02
lt,selos,Selos,64,,55.4333333,25.8833333,270.957,89,68,3.27
id,fatukriti,Fatukriti,18,,-9.606667,124.79638899999999,295.032,100,0,1.02
fi,hallanpera,Hallanperä,08,,63.966667,25.633333,271.457,91,44,2.77
ma,dar oulad sidi abd el aziz,Dar Oulad Sidi Abd el Aziz,50,,32.56,-7.66,287.207,68,0,1.92
de,kliesberg,Kliesberg,14,,51.75,12.5,271.15,100,75,5.7
ru,petrushino,Petrushino,21,,56.673651,42.510657,270.257,89,80,6.57
us,elizabeth park,Elizabeth Park,GA,,33.6425,-84.3441667,276.58,44,1,4.1
th,ban siam,Ban Siam,26,,16.066667000000002,102.18333299999999,294.232,85,44,1.07
cn,shahhsien,Shahhsien,10,,36.938333,114.50583300000001,268.482,42,0,2.97
ru,makarye,Makarye,33,,57.439029000000005,47.122113,265.657,84,76,3.67
pk,thorianondeh,Thorianondeh,03,,35.726711,71.769576,258.232,66,44,0.32
pk,khokharanwala,Khokharanwala,03,,32.025,71.00416700000001,282.882,83,24,1.27
us,bear valley springs,Bear Valley Springs,CA,,35.1591667,-118.6275,283.16,8,1,6.7
us,eastsound,Eastsound,WA,,48.69694439999999,-122.90416670000002,276.69,81,75,0.62
md,zberoaia,Zberoaia,80,,46.968610999999996,28.106944,272.68,86,0,2.1
cn,zhengjia dawan,Zhengjia Dawan,12,,30.932407,114.642334,278.15,52,0,2
sd,awai,Awai,34,,11.816666699999999,31.116666700000003,293.757,63,0,1.42
us,eastwood,Eastwood,OH,,39.048888899999994,-83.98472220000001,272.31,55,90,5.7
pl,samborz,Samborz,78,,52.53846899999999,19.88573,271.782,89,24,6.82
ru,kuyantayevo,Kuyantayevo,08,,52.664167000000006,58.177222,260.982,77,64,2.22
tr,afiun qarahisar,Afiun Qarahisar,03,,38.756667,30.543333,278.507,97,92,5.07
us,ryland corner,Ryland Corner,VA,,38.038611100000004,-77.5175,276.77,60,40,3.1
af,rabati-sangiyi-bala,Rabati-Sangiyi-Bala,11,,34.781723,62.122834,273.15,72,0,2.6
ir,chalevan,Chalevan,03,,32.483947,50.920656,270.15,21,0,1
cm,fogoum,Fogoum,12,,10.75,13.9666667,293.532,45,20,1.72
mr,fereni,Féréni,02,,15.566666699999999,-8.916666699999999,299.232,19,0,2.97
vn,ban na san,Ban Na San,34,,20.483333,104.5,286.357,98,92,1.02
gr,mesolongos,Mesolóngos,09,,40.3333333,21.25,265.882,82,0,0.97
pe,angasmayo,Angasmayo,05,,-13.333333300000001,-74.3666667,297.15,33,0,1
ru,gromok,Gromok,84,,50.55,42.7,274.757,92,0,6.62
my,long julan,Long Julan,11,,3.1,114.8,294.657,94,92,0.87
id,booy,Booy,21,,-0.9237,123.3614,300.107,100,48,0.77
mx,san juan de oriente,San Juan de Oriente,28,,23.5,-99.333333,291.15,25,40,0.82
vn,pho trach,Pho Trach,27,,13.833332999999998,109.183333,295.657,96,92,5.72
co,hacienda forzado,Hacienda Forzado,35,,10.166667,-75.31666700000001,304.15,79,20,5.1
id,manis cilebak,Manis Cilebak,30,,-7.1323,108.5848,294.107,100,92,0.92
sd,miau,Miau,26,,9.0333333,32.4333333,299.782,41,0,1.87
tj,oktyabr'',Oktyabr'',02,,38.525,68.33333329999999,274.15,74,0,2
ir,toviri,Toviri,11,,26.8584,53.9132,294.15,49,0,2.1
gh,duakoben,Duakoben,02,,6.5666667,-1.7166667000000002,299.157,60,0,2.02
kr,sangpyong,Sangpyong,14,,35.983333,128.883333,274.15,64,0,7.7
ru,peskanskoye,Peskanskoye,93,,50.771,108.1231,243.982,27,0,0.87
br,sitio sebastiao barbarino,Sítio Sebastião Barbarino,18,,-23.5936,-49.8443,303.982,53,0,3.77
cy,pentageia,Pentageia,04,,35.1538889,32.883055600000006,286.49,76,20,2.6
tr,akcaagil,Akcaagil,40,,39.028133000000004,34.211698,278.15,78,20,3.6
af,espi sang,Espi Sang,41,,34.297784,66.08596,259.657,76,20,1.07
mm,njakawng,Njakawng,04,,25.9833333,97.2333333,290.407,97,100,0.87
ru,rogachevka,Rogachëvka,43,,52.691483999999996,39.050688,274.707,91,48,6.72
es,villaverde de los cestos,Villaverde de los Cestos,55,,42.600753999999995,-6.472094,282.15,100,75,10.8
pl,targanica,Targanica,77,,49.808762,19.321749,274.15,50,0,1
ve,la falda,La Falda,11,,11.9027778,-69.88722220000001,302.67,70,75,7.82
at,leibnitz,Leibnitz,06,7029.0,46.781667,15.541667000000002,275.13,69,75,7.2
by,makhovo,Makhovo,04,,53.7055556,30.506944399999995,271.407,95,88,4.87
af,myan rudi,Myan Rudi,11,,33.432738,62.511768999999994,267.482,78,0,0.72
sy,jubb `ali,Jubb `Ali,09,,36.033333299999995,37.8,277.407,77,76,2.67
af,nazar menah,Nazar Menah,29,,32.244517,68.499289,267.807,68,0,2.12
ru,artyukhi,Artyukhi,69,,55.700933,34.623455,276.407,94,92,7.12
cn,xiaoai nongchang,Xiaoai Nongchang,03,,25.340278,114.293889,275.807,81,0,1.47
